Gene_ID,Corrected p-value,p-value,FCAbsolute,regulation,Symbol,Definition
2600446,0.00861565,0.001999443,2.035895,up,Eif4el3,
3710129,0.01038048,0.002473574,3.0993834,down,Ube2h,
3870209,0.022606026,0.006083295,20.354391,up,AI326477,
"6100280,1470487|77134",0.00487037,0.00104193,2.1548188,up,Hnrpa0,"PREDICTED: Mus musculus heterogeneous nuclear ribonucleoprotein A0 (Hnrpa0), mRNA.///PREDICTED: Mus musculus heterogeneous nuclear ribonucleoprotein A0, transcript variant 2 (Hnrpa0), mRNA."
5130139|21803,0.038565427,0.01136758,4.419359,up,Tgfb1,"Mus musculus transforming growth factor, beta 1 (Tgfb1), mRNA."
"5910537,6510050|66627",0.00241831,4.76E-04,2.3828316,down,Ogfod2,"Mus musculus 2-oxoglutarate and iron-dependent oxygenase domain containing 2 (Ogfod2), mRNA."
4180092|218613,0.032405704,0.009250067,2.016284,down,Mier3,"Mus musculus mesoderm induction early response 1, family member 3 (Mier3), mRNA."
5550286,7.22E-04,7.60E-06,4.8475676,up,LOC269251,
1050138,0.006915156,0.001559196,10.034386,up,A630084D02Rik,
2470309,0.045683056,0.013842229,5.779404,up,2610019E17Rik,
"1570593,7200021|20618",0.048848562,0.015040219,2.542018,up,Sncg,"Mus musculus synuclein, gamma (Sncg), mRNA."
"730242,6550576,5720440,2000356|70155",0.029376432,0.00825535,4.10598,down,Ogfrl1,"PREDICTED: Mus musculus opioid growth factor receptor-like 1 (Ogfrl1), mRNA.///Mus musculus opioid growth factor receptor-like 1 (Ogfrl1), mRNA."
1770541|27279,0.015953207,0.00405298,11.345371,up,Tnfrsf12a,"Mus musculus tumor necrosis factor receptor superfamily, member 12a (Tnfrsf12a), mRNA."
"3940605,3170639,5490020|66596",0.002002198,8.22E-05,4.1603475,up,Gtf3a,"Mus musculus general transcription factor III A (Gtf3a), mRNA."
3870553,0.026884671,0.007437675,2.0199955,up,LOC216036,
"6560630,6250064|140492",0.010654187,0.002551124,5.3504767,down,Kcnn2,"Mus musculus potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 (Kcnn2), mRNA."
3310139|21849,0.002538088,5.02E-04,4.797335,up,Trim28,"Mus musculus tripartite motif protein 28 (Trim28), mRNA."
"610184,4290128|94094",0.005573332,0.0012164,10.032167,down,Trim34,"Mus musculus tripartite motif protein 34 (Trim34), mRNA."
1740487|360198,0.002002198,2.28E-04,25.351162,up,Hist1h3a,"Mus musculus histone cluster 1, H3a (Hist1h3a), mRNA."
5690743|677317,0.007459465,0.001698972,13.272986,down,LOC677317,"PREDICTED: Mus musculus similar to Mod1 protein, transcript variant 4 (LOC677317), mRNA."
4060639|107221,0.002002198,1.83E-04,62.727325,up,Gpr120,"Mus musculus G protein-coupled receptor 120 (Gpr120), mRNA."
5390450|76606,0.002002198,3.69E-04,44.878696,up,1700034O15Rik,"Mus musculus RIKEN cDNA 1700034O15 gene (1700034O15Rik), mRNA."
6480176|71773,0.009030205,0.002109756,1151.9442,down,Ugt2b1,"Mus musculus UDP glucuronosyltransferase 2 family, polypeptide B1 (Ugt2b1), mRNA."
"4040377,1450358,7000750|107701",0.008709964,0.002024606,2.6806653,up,Sf3b4,"Mus musculus splicing factor 3b, subunit 4 (Sf3b4), mRNA."
6420725,0.002002198,8.10E-05,5.115527,up,Hspg2,
"70148,5570736|68178",0.04669767,0.014241526,4.8816886,down,Cgnl1,"Mus musculus cingulin-like 1 (Cgnl1), mRNA."
6980021|18824,5.22E-04,4.47E-06,63.121876,up,Plp2,"Mus musculus proteolipid protein 2 (Plp2), mRNA."
830537,0.002002198,7.37E-05,155.8828,up,LOC269515,
4040707,0.001441964,2.32E-05,8.389288,up,LOC380927,
"630435,2470307,5090309|69165",0.025454717,0.006977275,11.2312155,down,Cd209b,"Mus musculus CD209b antigen (Cd209b), transcript variant 1, mRNA.///Mus musculus CD209b antigen (Cd209b), transcript variant 2, mRNA."
360348|14860,0.009388299,0.002207235,2.6969433,down,Gsta4,"Mus musculus glutathione S-transferase, alpha 4 (Gsta4), mRNA."
870608|432763,0.003701714,7.65E-04,102.358246,up,Prr7,"Mus musculus proline rich 7 (synaptic) (Prr7), mRNA."
4390184|228869,0.022364996,0.006002259,2.1235259,up,Ncoa5,"Mus musculus nuclear receptor coactivator 5 (Ncoa5), mRNA."
4900754|14999,0.020101361,0.005301707,2.0587518,up,H2-DMb1,"Mus musculus histocompatibility 2, class II, locus Mb1 (H2-DMb1), mRNA."
430202,0.004612313,9.79E-04,77.293205,up,Top2a,
6650446,0.044074655,0.01326052,59.527424,down,E130302P19Rik,
"770619,3060215,5890768|232201",0.005101328,0.001101374,7.123705,up,Arhgap25,"Mus musculus Rho GTPase activating protein 25 (Arhgap25), transcript variant 2, mRNA. XM_899325 XM_899332 XM_899339 XM_899344 XM_914946 XM_923470 XM_923471 XM_923481 XM_923488 XM_923492 XM_923496 XM_923499 XM_923504"
1780241,0.015885018,0.00403111,2.771857,up,Set,
4480138,0.002149515,4.17E-04,11.034191,down,1300013F15Rik,
"6590661,6650711|18641",0.002002198,6.82E-05,4.6305423,up,Pfkl,"Mus musculus phosphofructokinase, liver, B-type (Pfkl), mRNA."
4120692|68636,0.002002198,7.81E-05,2.8113618,down,Fahd1,"Mus musculus fumarylacetoacetate hydrolase domain containing 1 (Fahd1), nuclear gene encoding mitochondrial protein, mRNA."
"5820703,780184,7510114|24071",0.034579687,0.009983663,2.4981396,down,Synj2bp,"Mus musculus synaptojanin 2 binding protein (Synj2bp), mRNA."
3520102|69790,0.009362307,0.002198722,2.5007536,up,Med30,"Mus musculus mediator complex subunit 30 (Med30), mRNA."
2190092|69726,0.006363405,0.001416933,18.884848,up,Smyd3,"Mus musculus SET and MYND domain containing 3 (Smyd3), mRNA."
"4610370,7380019,5670202,6480095|18187",0.043005373,0.012894023,9.339466,up,Nrp2,"Mus musculus neuropilin 2 (Nrp2), transcript variant 5, mRNA.///Mus musculus neuropilin 2 (Nrp2), transcript variant 2, mRNA."
"6900411,5090440|11758",0.002002198,2.22E-04,4.0430894,down,Prdx6,"Mus musculus peroxiredoxin 6 (Prdx6), mRNA."
540255|212892,0.025817938,0.007095508,3.9539409,up,Rshl3,"PREDICTED: Mus musculus radial spokehead-like 3 (Rshl3), mRNA."
5720022|319625,0.004012409,8.38E-04,3.0694976,down,Galm,"Mus musculus galactose mutarotase (Galm), mRNA."
"7200037,2680131|11501",0.045570407,0.013804141,17.297716,up,Adam8,"Mus musculus a disintegrin and metallopeptidase domain 8 (Adam8), mRNA."
3360315,0.025946956,0.00713697,13.870576,up,2810407C02Rik,
7050259,0.042454034,0.012696786,6.113715,up,LOC192690,
"4200731,1990088|57437",0.004923019,0.001055472,2.0497324,down,Golga7,"Mus musculus golgi autoantigen, golgin subfamily a, 7 (Golga7), transcript variant 1, mRNA.///Mus musculus golgi autoantigen, golgin subfamily a, 7 (Golga7), transcript variant 2, mRNA."
"3930156,4390162|30963",0.024072781,0.006539284,2.1975584,up,Ptpla,"Mus musculus protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a (Ptpla), transcript variant 2, mRNA."
7200180|76020,0.002002198,2.98E-04,3.1271188,up,5830409B07Rik,"PREDICTED: Mus musculus RIKEN cDNA 5830409B07 gene (5830409B07Rik), mRNA."
4010382,1.26E-08,6.90E-12,16.152618,down,LOC380846,
4640452|16825,0.002002198,1.24E-04,4.3957553,up,Ldb1,"Mus musculus LIM domain binding 1 (Ldb1), transcript variant 3, mRNA."
"5700333,450092|75695",0.009903858,0.002347106,3.8036687,up,Rilpl1,"Mus musculus Rab interacting lysosomal protein-like 1 (Rilpl1), mRNA."
"2140411,6020288|71538",0.009712636,0.002296169,2.4629931,down,Fbxo9,"Mus musculus f-box protein 9 (Fbxo9), transcript variant 1, mRNA."
"5050735,70674|11596",0.002002198,9.04E-05,32.647263,up,Ager,"Mus musculus advanced glycosylation end product-specific receptor (Ager), mRNA."
7610278,7.48E-04,8.12E-06,2.6454158,up,LOC272681,
"3130048,6620086,510441|19367",0.004275358,9.00E-04,5.272971,up,Rad9,"Mus musculus RAD9 homolog (S. pombe) (Rad9), mRNA."
4480278|632802,0.006390323,0.001424406,11.259583,down,EG632802,"PREDICTED: Mus musculus predicted gene, EG632802 (EG632802), mRNA."
240348|69993,6.95E-04,7.01E-06,77.69998,down,Chn2,"Mus musculus chimerin (chimaerin) 2 (Chn2), mRNA."
6590008|66184,0.014781825,0.003700695,55.681553,down,Rps4y2,"Mus musculus ribosomal protein S4, Y-linked 2 (Rps4y2), non-coding RNA."
"1990674,2260253|109791",8.02E-04,9.14E-06,234.96829,up,Clps,"Mus musculus colipase, pancreatic (Clps), mRNA."
2140113|100044829,0.005046835,0.00108742,4.744583,up,LOC100044829,"PREDICTED: Mus musculus similar to Fibrillarin, transcript variant 1 (LOC100044829), mRNA."
"3140487,580202,2000148|22690",0.002002198,1.08E-04,28.874063,up,Zfp28,"Mus musculus zinc finger protein 28 (Zfp28), mRNA."
"110687,4120736|75973",0.03967583,0.011743091,34.91175,down,5033413D22Rik,"Mus musculus RIKEN cDNA 5033413D22 gene (5033413D22Rik), mRNA."
"3520543,580070|207958",0.002916775,5.85E-04,2.3215384,down,Alg11,"Mus musculus asparagine-linked glycosylation 11 homolog (yeast, alpha-1,2-mannosyltransferase) (Alg11), mRNA."
3310196|67849,0.021919455,0.005865564,3.5865934,up,Cdca5,"Mus musculus cell division cycle associated 5 (Cdca5), mRNA."
20537|70062,0.040406283,0.012004876,8.167113,down,Ctag2,"PREDICTED: Mus musculus cancer/testis antigen 2 (Ctag2), misc RNA."
"1940167,3310735|231872",0.002002198,1.23E-04,3.0637786,up,Jtv1,"Mus musculus JTV1 gene (Jtv1), mRNA."
990435|56455,0.002002198,3.27E-04,6.035442,up,Dynll1,"Mus musculus dynein light chain LC8-type 1 (Dynll1), mRNA."
"7150209,5720612|67442",0.003288687,6.69E-04,3.24802,down,Retsat,"Mus musculus retinol saturase (all trans retinol 13,14 reductase) (Retsat), mRNA."
"6330445,4670017|233549",0.003871511,8.05E-04,112.8441,up,Mogat2,"Mus musculus monoacylglycerol O-acyltransferase 2 (Mogat2), mRNA."
5670333,0.003445582,7.06E-04,51.524414,up,Vcam1,
2650471|14061,0.027260501,0.007555033,2.0796115,down,F2,"Mus musculus coagulation factor II (F2), mRNA."
130097|12045,0.002002198,1.39E-04,10.325218,up,Bcl2a1b,"Mus musculus B-cell leukemia/lymphoma 2 related protein A1b (Bcl2a1b), mRNA."
5810021,0.002002198,2.81E-04,35.380646,up,Cdon,
"1940139,5550528,2750717|23928",0.01912566,0.00500785,6.719948,up,Lamc3,"Mus musculus laminin gamma 3 (Lamc3), mRNA."
3610239|108897,0.018578047,0.004846728,44.029007,up,2810003C17Rik,"Mus musculus RIKEN cDNA 2810003C17 gene (2810003C17Rik), mRNA."
"6200369,3120397|76088",0.044157624,0.013287567,2.9706857,down,Dock8,"Mus musculus dedicator of cytokinesis 8 (Dock8), mRNA."
"6900600,770240,6020619|232440",0.04093531,0.012184552,2.4666674,up,H2afj,"Mus musculus H2A histone family, member J (H2afj), mRNA."
1780068|19152,0.001248072,1.81E-05,583.29956,up,Prtn3,"Mus musculus proteinase 3 (Prtn3), mRNA."
1660739|225913,0.006706812,0.001506981,3.5447452,down,Dak,"Mus musculus dihydroxyacetone kinase 2 homolog (yeast) (Dak), mRNA."
3840059,0.025614826,0.007033018,7.955521,down,Nfic,
3140463|276865,6.41E-07,6.86E-10,8.163568,down,Olfr1371,"Mus musculus olfactory receptor 1371 (Olfr1371), mRNA."
"3940754,6840039,2230661,4920541|245865",0.00763553,0.001745258,4.3763947,up,Spag4,"Mus musculus sperm associated antigen 4 (Spag4), mRNA."
"3610382,3130112|216456",0.002002198,3.07E-04,4.1412635,down,Gls2,"Mus musculus glutaminase 2 (liver, mitochondrial) (Gls2), nuclear gene encoding mitochondrial protein, mRNA.///Mus musculus glutaminase 2 (liver, mitochondrial) (Gls2), mRNA."
2340092|67474,0.002002198,3.34E-04,2.1653402,down,Snap29,"Mus musculus synaptosomal-associated protein 29 (Snap29), mRNA."
"6480609,6660519|242642",0.007514329,0.001713207,11.064882,up,Hpdl///Gloxd1,"Mus musculus glyoxalase domain containing 1 (Gloxd1), mRNA.///Mus musculus 4-hydroxyphenylpyruvate dioxygenase-like (Hpdl), mRNA."
"380075,4040608|100044443",0.021819346,0.005833095,213.50165,down,LOC100044443,"PREDICTED: Mus musculus similar to cytochrome P450IIIA25 (LOC100044443), misc RNA."
610689|225745,0.003782862,7.84E-04,5.159682,up,Ccdc5,"Mus musculus coiled-coil domain containing 5 (Ccdc5), mRNA."
"4040471,4850020,3450243,1710377|27401",0.004275358,9.00E-04,10.872559,up,Skp2,"Mus musculus S-phase kinase-associated protein 2 (p45) (Skp2), transcript variant 2, mRNA."
"5890091,4480369,1710411,6040360|252837",0.002002198,5.68E-05,6.433866,down,Ccrl1,"Mus musculus chemokine (C-C motif) receptor-like 1 (Ccrl1), mRNA."
5960632|243537,0.00874703,0.00203474,5.0232553,down,Uroc1,"Mus musculus urocanase domain containing 1 (Uroc1), mRNA."
"2750068,2490138|17341",2.83E-04,1.65E-06,589.6817,up,Bhlhb8,"Mus musculus basic helix-loop-helix domain containing, class B, 8 (Bhlhb8), mRNA."
"1300142,6960215|66397",0.002002198,6.53E-05,2.9101255,down,Sar1b,"Mus musculus SAR1 gene homolog B (S. cerevisiae) (Sar1b), mRNA."
630576|70984,0.00407316,8.51E-04,5.4966826,down,4931406C07Rik,"Mus musculus RIKEN cDNA 4931406C07 gene (4931406C07Rik), mRNA."
4180170,0.002952596,5.93E-04,3.5203044,down,2700089E24Rik,
2680619|107305,0.029802548,0.008394926,21.851816,up,Vps37c,"Mus musculus vacuolar protein sorting 37C (yeast) (Vps37c), mRNA."
"1170164,6250102,4060274,1240162|224997",0.015727624,0.003983434,13.876604,down,Dlgap1,"Mus musculus discs, large (Drosophila) homolog-associated protein 1 (Dlgap1), transcript variant 2, mRNA.///Mus musculus discs, large (Drosophila) homolog-associated protein 1 (Dlgap1), mRNA."
"2940632,5900605|238673",0.021660428,0.005781552,3.5169446,down,Zfp367,"Mus musculus zinc finger protein 367 (Zfp367), mRNA."
6840521,0.03993155,0.01183495,3.8401878,up,Gna13,
4200707,0.043419287,0.013039477,2.702816,up,LOC329750,
5090541|94181,0.002002198,4.15E-05,4.953305,up,Nans,"Mus musculus N-acetylneuraminic acid synthase (sialic acid synthase) (Nans), mRNA."
3840523,6.96E-04,7.05E-06,1246.633,up,Kif23,
2070687|330817,0.013750666,0.003406738,2.8292756,up,Dhps,"Mus musculus deoxyhypusine synthase (Dhps), mRNA."
"5130056,1740326,2230465|16427",0.002002198,2.57E-04,9.179654,down,Itih4,"Mus musculus inter alpha-trypsin inhibitor, heavy chain 4 (Itih4), mRNA."
650619|235493,0.002002198,5.73E-05,3.4050949,down,BC031353,"Mus musculus cDNA sequence BC031353 (BC031353), mRNA."
"4570626,5960189,4850669,830465|12144",0.002211166,4.30E-04,5.9686,up,Blm,"Mus musculus Bloom syndrome homolog (human) (Blm), transcript variant 1, mRNA.///Mus musculus Bloom syndrome homolog (human) (Blm), transcript variant 2, mRNA."
7000398|673578,0.032468468,0.009273618,53.610474,down,LOC673578,"PREDICTED: Mus musculus similar to zinc finger protein 120 isoform 1 (LOC673578), mRNA."
150184,0.020275962,0.005357143,2.3784647,up,6330414G02Rik,
670112,0.00412555,8.64E-04,3.8286982,up,2410016O06Rik,
"1450333,2360463|56644",0.002002198,1.05E-04,8.434469,up,Clec7a,"PREDICTED: Mus musculus C-type lectin domain family 7, member a (Clec7a), mRNA.///Mus musculus C-type lectin domain family 7, member a (Clec7a), mRNA."
6560279|52348,0.027125034,0.007510449,3.6828845,down,Vps37a,"Mus musculus vacuolar protein sorting 37A (yeast) (Vps37a), mRNA."
"4810167,2750446,2490176|56369",0.01789058,0.004632184,4.1455374,down,Apip,"Mus musculus APAF1 interacting protein (Apip), mRNA."
"20291,4570376|227358",0.004497741,9.52E-04,61.306625,up,Fam132b,"Mus musculus family with sequence similarity 132, member B (Fam132b), mRNA."
"6620184,2000270|66442",0.003316765,6.76E-04,12.946579,up,Spc25,"Mus musculus SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) (Spc25), mRNA."
"5670092,2340112,6020767|268663",0.008914479,0.002079624,52.471508,up,BC040758///Pcdh24,"Mus musculus cDNA sequence BC040758 (BC040758), mRNA.///Mus musculus protocadherin 24 (Pcdh24), mRNA."
3180070|320080,0.002441604,4.81E-04,2.0543187,up,Zbtb39,"Mus musculus zinc finger and BTB domain containing 39 (Zbtb39), mRNA."
1170181,0.023101157,0.006234579,17.29128,up,Cd52,
540474,0.004909581,0.001052165,7.1615195,down,Nfib,
4040528|100047486,0.019531848,0.005129462,2.6089818,down,LOC100047486,"PREDICTED: Mus musculus hypothetical protein LOC100047486 (LOC100047486), misc RNA."
3120546|101488,0.004430023,9.36E-04,12.413591,down,Slco2b1,"Mus musculus solute carrier organic anion transporter family, member 2b1 (Slco2b1), mRNA."
"270564,7330253|66500",0.00183783,3.42E-05,2.3373368,up,Slc30a7,"Mus musculus solute carrier family 30 (zinc transporter), member 7 (Slc30a7), mRNA."
1500593|637089,0.04419487,0.013301803,2.972688,up,LOC637089,"PREDICTED: Mus musculus similar to high mobility group nucleosomal binding domain 2 (LOC637089), mRNA."
7650739|26921,0.005957174,0.001313208,75.24915,up,Map4k4,"Mus musculus mitogen-activated protein kinase kinase kinase kinase 4 (Map4k4), mRNA."
3170593|71934,0.042345457,0.012660638,17.368504,up,Car13,"Mus musculus carbonic anhydrase 13 (Car13), mRNA."
4560471,0.010722529,0.002571211,38.847744,down,A530088I07Rik,
5960431,0.0097935,0.002318402,3.799581,up,Tex10,
"4120524,2900092|14660",0.002002198,1.86E-04,21.617214,up,Gls,"PREDICTED: Mus musculus glutaminase, transcript variant 5 (Gls), mRNA.///PREDICTED: Mus musculus glutaminase, transcript variant 3 (Gls), mRNA."
"5550709,4480538,270243|381463",0.00394465,8.22E-04,11.152476,up,Nr1h5,"Mus musculus nuclear receptor subfamily 1, group H, member 5 (Nr1h5), transcript variant 1, mRNA.///Mus musculus nuclear receptor subfamily 1, group H, member 5 (Nr1h5), transcript variant 2, mRNA."
6350164|19716,0.002002198,6.63E-05,616.46356,up,Bex1,"Mus musculus brain expressed gene 1 (Bex1), mRNA."
4260019|69051,0.002002198,1.37E-04,23.663927,up,Pycr2,"Mus musculus pyrroline-5-carboxylate reductase family, member 2 (Pycr2), mRNA."
4040523|16331,0.04204286,0.012558177,10.622291,up,Inpp5d,"Mus musculus inositol polyphosphate-5-phosphatase D (Inpp5d), mRNA."
"7000360,380220|76524",0.002002198,5.79E-05,17.565006,up,Cln6,"Mus musculus ceroid-lipofuscinosis, neuronal 6 (Cln6), mRNA."
5310626,0.021260796,0.005657326,2.1899283,down,A830089H10Rik,
1450132|28036,0.013279539,0.00327196,3.9296696,up,Larp7,"Mus musculus La ribonucleoprotein domain family, member 7 (Larp7), mRNA."
5090524,0.002002198,1.90E-04,4.6629744,down,Arhgap6,
"3460743,6110142|54364",0.047328483,0.014462634,2.0036,up,Rpp30,"Mus musculus ribonuclease P/MRP 30 subunit (human) (Rpp30), mRNA."
5860327|102657,0.002002198,1.83E-04,8.489444,up,Cd276,"Mus musculus CD276 antigen (Cd276), mRNA."
1260612|320655,0.01848043,0.004813241,2.1805952,up,Perld1,"Mus musculus per1-like domain containing 1 (Perld1), mRNA. XM_923653"
770482|216873,0.03716229,0.010883034,2.051966,up,Spag7,"Mus musculus sperm associated antigen 7 (Spag7), mRNA."
"3370309,6290156|208228",0.005013572,0.001078947,3.89785,up,Mobkl2a,"Mus musculus MOB1, Mps One Binder kinase activator-like 2A (yeast) (Mobkl2a), mRNA. XM_618785 XM_923737"
7200025|53608,0.00128323,1.88E-05,334.4836,up,Map3k6,"Mus musculus mitogen-activated protein kinase kinase kinase 6 (Map3k6), mRNA."
50609|52009,0.002002198,2.16E-04,3.2403133,up,Hn1l,"Mus musculus hematological and neurological expressed 1-like (Hn1l), mRNA."
60612|208748,3.63E-04,2.54E-06,176.16884,up,Prrg3,"Mus musculus proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) (Prrg3), mRNA."
"5290397,110075|17869",0.003769586,7.81E-04,37.63771,up,Myc,"Mus musculus myelocytomatosis oncogene (Myc), mRNA."
"160717,4560372,1010669|77975",0.014344097,0.003576628,4.1432767,down,Tmem50b,"Mus musculus transmembrane protein 50B (Tmem50b), mRNA."
1980379|67846,0.020554064,0.005441919,2.0123498,up,Tmem39a,"Mus musculus transmembrane protein 39a (Tmem39a), mRNA."
4880390,0.026719645,0.007385064,3.5048904,down,E230022H04Rik,
7570612,0.002957715,5.94E-04,2.736429,up,2310022A10Rik,
460327|20527,0.037365526,0.010958767,7.2552986,up,Slc2a3,"Mus musculus solute carrier family 2 (facilitated glucose transporter), member 3 (Slc2a3), mRNA."
1980528|67465,0.013790076,0.003418496,2.8127737,up,Sf3a1,"Mus musculus splicing factor 3a, subunit 1 (Sf3a1), mRNA."
2480059|11747,0.032838352,0.009398265,3.7012217,up,Anxa5,"Mus musculus annexin A5 (Anxa5), mRNA."
3310270|116914,0.012528755,0.003061602,2.5742712,down,Slc19a2,"Mus musculus solute carrier family 19 (thiamine transporter), member 2 (Slc19a2), mRNA."
"2360164,4810338|15382",0.004255689,8.95E-04,3.3844924,up,Hnrpa1,"Mus musculus heterogeneous nuclear ribonucleoprotein A1 (Hnrpa1), transcript variant 2, mRNA."
"240239,3370192|13353",0.003089825,6.25E-04,2.1477437,down,Dgcr6,"Mus musculus DiGeorge syndrome critical region gene 6 (Dgcr6), mRNA."
130564,0.0489912,0.015095474,2.7763877,down,Rab6,
